dt,name,direction,left,straight,number,timeindex,weekday
2019-01-12 00:00:00,chongzhi_jiaxian,east,0,10,10,0.0,0.8333333333333334
2019-01-12 00:00:00,chongzhi_jiaxian,south,3,10,13,0.0,0.8333333333333334
2019-01-12 00:00:00,chongzhi_jiaxian,west,2,7,9,0.0,0.8333333333333334
2019-01-12 00:00:00,chongzhi_jiaxian,north,3,8,11,0.0,0.8333333333333334
2019-01-12 00:05:00,chongzhi_jiaxian,east,1,2,3,0.003472222222222222,0.8333333333333334
2019-01-12 00:05:00,chongzhi_jiaxian,south,1,2,3,0.003472222222222222,0.8333333333333334
2019-01-12 00:05:00,chongzhi_jiaxian,north,5,6,11,0.003472222222222222,0.8333333333333334
2019-01-12 00:05:00,chongzhi_jiaxian,west,0,4,4,0.003472222222222222,0.8333333333333334
2019-01-12 00:10:00,chongzhi_jiaxian,north,2,4,6,0.006944444444444444,0.8333333333333334
2019-01-12 00:10:00,chongzhi_jiaxian,south,0,7,7,0.006944444444444444,0.8333333333333334
2019-01-12 00:10:00,chongzhi_jiaxian,east,3,8,11,0.006944444444444444,0.8333333333333334
2019-01-12 00:10:00,chongzhi_jiaxian,west,0,2,2,0.006944444444444444,0.8333333333333334
2019-01-12 00:15:00,chongzhi_jiaxian,north,2,7,9,0.010416666666666666,0.8333333333333334
2019-01-12 00:15:00,chongzhi_jiaxian,south,1,10,11,0.010416666666666666,0.8333333333333334
2019-01-12 00:15:00,chongzhi_jiaxian,west,0,7,7,0.010416666666666666,0.8333333333333334
2019-01-12 00:15:00,chongzhi_jiaxian,east,3,7,10,0.010416666666666666,0.8333333333333334
2019-01-12 00:20:00,chongzhi_jiaxian,east,0,9,9,0.013888888888888888,0.8333333333333334
2019-01-12 00:20:00,chongzhi_jiaxian,north,3,5,8,0.013888888888888888,0.8333333333333334
2019-01-12 00:20:00,chongzhi_jiaxian,west,2,13,15,0.013888888888888888,0.8333333333333334
2019-01-12 00:20:00,chongzhi_jiaxian,south,6,22,28,0.013888888888888888,0.8333333333333334
2019-01-12 00:25:00,chongzhi_jiaxian,west,0,0,0,0.017361111111111112,0.8333333333333334
2019-01-12 00:25:00,chongzhi_jiaxian,east,0,2,2,0.017361111111111112,0.8333333333333334
2019-01-12 00:25:00,chongzhi_jiaxian,north,8,0,8,0.017361111111111112,0.8333333333333334
2019-01-12 00:25:00,chongzhi_jiaxian,south,2,4,6,0.017361111111111112,0.8333333333333334
2019-01-12 00:30:00,chongzhi_jiaxian,south,4,6,10,0.020833333333333332,0.8333333333333334
2019-01-12 00:30:00,chongzhi_jiaxian,east,5,5,10,0.020833333333333332,0.8333333333333334
2019-01-12 00:30:00,chongzhi_jiaxian,north,4,3,7,0.020833333333333332,0.8333333333333334
2019-01-12 00:30:00,chongzhi_jiaxian,west,0,4,4,0.020833333333333332,0.8333333333333334
2019-01-12 00:35:00,chongzhi_jiaxian,east,2,5,7,0.024305555555555556,0.8333333333333334
2019-01-12 00:35:00,chongzhi_jiaxian,south,3,5,8,0.024305555555555556,0.8333333333333334
2019-01-12 00:35:00,chongzhi_jiaxian,north,3,5,8,0.024305555555555556,0.8333333333333334
2019-01-12 00:35:00,chongzhi_jiaxian,west,2,5,7,0.024305555555555556,0.8333333333333334
2019-01-12 00:40:00,chongzhi_jiaxian,east,4,4,8,0.027777777777777776,0.8333333333333334
2019-01-12 00:40:00,chongzhi_jiaxian,north,2,1,3,0.027777777777777776,0.8333333333333334
2019-01-12 00:40:00,chongzhi_jiaxian,west,0,4,4,0.027777777777777776,0.8333333333333334
2019-01-12 00:40:00,chongzhi_jiaxian,south,1,5,6,0.027777777777777776,0.8333333333333334
2019-01-12 00:45:00,chongzhi_jiaxian,west,0,5,5,0.03125,0.8333333333333334
2019-01-12 00:45:00,chongzhi_jiaxian,east,2,4,6,0.03125,0.8333333333333334
2019-01-12 00:45:00,chongzhi_jiaxian,north,4,4,8,0.03125,0.8333333333333334
2019-01-12 00:45:00,chongzhi_jiaxian,south,2,6,8,0.03125,0.8333333333333334
2019-01-12 00:50:00,chongzhi_jiaxian,west,0,2,2,0.034722222222222224,0.8333333333333334
2019-01-12 00:50:00,chongzhi_jiaxian,east,5,3,8,0.034722222222222224,0.8333333333333334
2019-01-12 00:50:00,chongzhi_jiaxian,north,1,4,5,0.034722222222222224,0.8333333333333334
2019-01-12 00:50:00,chongzhi_jiaxian,south,1,1,2,0.034722222222222224,0.8333333333333334
2019-01-12 00:55:00,chongzhi_jiaxian,east,0,4,4,0.03819444444444445,0.8333333333333334
2019-01-12 00:55:00,chongzhi_jiaxian,west,0,2,2,0.03819444444444445,0.8333333333333334
2019-01-12 00:55:00,chongzhi_jiaxian,north,3,6,9,0.03819444444444445,0.8333333333333334
2019-01-12 00:55:00,chongzhi_jiaxian,south,0,11,11,0.03819444444444445,0.8333333333333334
2019-01-12 01:00:00,chongzhi_jiaxian,south,0,2,2,0.041666666666666664,0.8333333333333334
2019-01-12 01:00:00,chongzhi_jiaxian,north,5,5,10,0.041666666666666664,0.8333333333333334
